Time,Vph(A),Vph(B),Vph(C),Vab,Vbc,Vca,Iph(A),Iph(B),Iph(C),Ptotal,Qtotal,P.F.total,Pph(A),Pph(B),Pph(C),Qph(A),Qph(B),Qph(C),P.F(A),P.F(B),P.F(C),Frequency,Sph(A),Sph(B),Sph(C),Stotal
2:36:44,10.12,33.30,184.90,247.80,82.60,274.50,109.10,42.70,234.40,793.900,7171.490,61.00,74.80,294.10,249.70,181.50,115.10,109.20,52.80,274.20,3.60,217.20,292.40,244.30,5.00,3411.51
2:36:49,10.12,33.30,184.90,247.80,82.60,274.50,109.10,42.70,234.40,793.900,7149.760,225.40,131.30,81.50,244.30,8.50,195.70,92.70,294.20,45.70,208.40,39.60,29.50,38.20,195.80,2863.92
2:36:54,28.33,145.90,6.40,65.10,193.60,58.40,97.30,120.80,6.80,1863.980,7149.760,225.40,131.30,81.50,244.30,8.50,195.70,92.70,294.20,45.70,208.40,39.60,29.50,38.20,195.80,2863.92
2:36:59,28.33,145.90,6.40,65.10,193.60,58.40,97.30,120.80,6.80,1843.570,4205.720,63.10,252.70,275.90,145.30,72.50,273.80,154.10,24.90,55.90,262.30,46.00,186.80,21.10,7.30,1169.68
2:37:4,11.86,103.30,7.80,33.60,103.50,94.50,219.00,7.80,221.80,1843.570,4205.720,63.10,252.70,275.90,145.30,72.50,273.80,154.10,24.90,55.90,262.30,46.00,186.80,21.10,7.30,1169.68
2:37:9,11.86,103.30,7.80,33.60,103.50,94.50,219.00,7.80,221.80,4962.090,2222.190,269.70,85.70,53.00,260.20,183.00,117.90,236.00,106.10,26.00,111.90,126.60,93.00,92.30,92.00,1346.65
2:37:14,0.60,163.10,41.60,294.60,99.60,80.10,219.00,7.80,221.80,4962.090,2222.190,269.70,85.70,53.00,260.20,183.00,117.90,236.00,106.10,26.00,111.90,126.60,93.00,92.30,92.00,1346.65
2:37:19,0.60,163.10,41.60,294.60,99.60,80.10,212.70,15.80,268.40,5987.050,7006.940,168.00,27.90,142.70,103.20,173.80,159.90,46.90,91.60,211.80,162.40,63.30,45.60,24.50,19.00,4287.53
2:37:24,24.68,264.20,177.50,27.00,99.60,80.10,212.70,15.80,268.40,5987.050,7006.940,168.00,27.90,142.70,103.20,173.80,159.90,46.90,91.60,211.80,162.40,63.30,45.60,24.50,19.00,4287.53
2:37:29,24.68,264.20,177.50,27.00,94.40,157.40,206.20,79.00,123.20,623.470,6697.640,201.60,186.80,5.00,91.10,134.40,21.10,23.90,126.60,164.10,227.20,143.30,241.70,226.90,155.60,2709.99
2:37:34,26.05,264.20,177.50,27.00,94.40,157.40,206.20,79.00,123.20,623.470,6697.640,201.60,186.80,5.00,91.10,134.40,21.10,23.90,126.60,164.10,227.20,143.30,241.70,226.90,155.60,2709.99
2:37:39,26.05,223.70,139.00,240.10,116.90,118.50,116.80,39.10,147.30,5703.140,5160.010,222.10,47.50,41.10,12.30,83.20,135.10,39.70,162.90,56.90,182.60,18.50,260.60,93.90,287.40,1682.89
2:37:44,26.05,223.70,139.00,240.10,116.90,118.50,116.80,39.10,147.30,5703.140,5160.010,222.10,47.50,41.10,12.30,83.20,135.10,39.70,162.90,56.90,182.60,18.50,260.60,93.90,287.40,1682.89
2:37:49,3.18,27.60,241.20,181.80,296.20,220.60,265.00,236.30,162.80,6756.770,1133.930,233.50,9.80,50.20,120.10,254.60,155.90,251.60,212.80,106.70,201.50,269.40,198.60,189.10,60.00,1682.89
2:37:54,3.18,27.60,241.20,181.80,296.20,220.60,265.00,236.30,162.80,6756.770,1133.930,233.50,9.80,50.20,120.10,254.60,155.90,251.60,212.80,106.70,201.50,269.40,198.60,189.10,60.00,4424.96
2:37:59,7.88,197.00,267.20,132.50,116.80,265.10,124.10,25.00,171.70,3859.260,4087.050,100.30,227.50,81.90,261.40,254.10,294.10,181.80,214.60,10.50,6.60,66.00,198.60,189.10,60.00,4424.96
2:38:4,7.88,197.00,267.20,132.50,116.80,265.10,124.10,25.00,171.70,3859.260,4087.050,100.30,227.50,81.90,261.40,254.10,294.10,181.80,214.60,10.50,6.60,66.00,244.10,187.50,270.20,1216.34
2:38:9,21.24,13.20,104.90,64.30,267.20,23.40,166.30,255.70,220.40,4134.280,4776.140,133.80,191.70,252.70,72.40,173.20,30.70,136.10,238.30,291.10,19.20,264.80,244.10,187.50,270.20,1216.34
2:38:14,21.24,13.20,104.90,64.30,267.20,23.40,166.30,255.70,220.40,4134.280,4776.140,133.80,191.70,252.70,72.40,173.20,30.70,136.10,238.30,291.10,19.20,264.80,279.70,298.90,213.60,6557.77
2:38:19,13.50,169.50,151.70,242.50,105.40,154.00,133.80,161.30,280.60,5491.470,2898.440,64.40,182.30,252.30,296.60,125.80,179.50,161.00,59.30,115.30,177.20,86.00,279.70,298.90,213.60,6557.77
2:38:24,13.50,169.50,151.70,242.50,105.40,154.00,133.80,161.30,280.60,5491.470,2898.440,64.40,182.30,252.30,296.60,125.80,179.50,161.00,59.30,115.30,177.20,86.00,215.50,20.40,109.60,905.53
2:38:29,1.36,270.80,93.60,198.90,270.80,48.00,109.70,292.50,80.00,6683.650,4001.650,160.50,257.10,292.20,21.60,76.50,166.30,237.50,129.40,265.20,268.40,255.80,215.50,20.40,109.60,905.53
2:38:34,1.36,270.80,93.60,198.90,270.80,48.00,109.70,292.50,80.00,6683.650,4001.650,160.50,257.10,292.20,21.60,76.50,166.30,237.50,129.40,265.20,268.40,255.80,130.80,214.40,94.70,4574.68
2:38:39,28.00,296.10,257.40,45.60,143.80,272.50,90.90,71.70,90.10,1292.240,3016.540,179.90,253.80,251.90,202.90,129.10,280.90,125.90,129.80,86.60,210.20,255.30,130.80,214.40,94.70,4574.68
2:38:44,28.00,296.10,257.40,45.60,143.80,272.50,90.90,71.70,90.10,1292.240,3016.540,179.90,253.80,251.90,202.90,129.10,280.90,125.90,129.80,86.60,210.20,255.30,95.40,207.30,28.50,5316.24
2:38:49,4.53,167.80,61.10,178.40,293.40,254.80,159.50,43.40,147.40,5771.590,6868.650,45.50,75.90,194.70,258.00,239.40,234.40,102.80,59.20,175.20,192.60,67.40,95.40,207.30,28.50,5316.24
2:38:54,4.53,167.80,61.10,178.40,293.40,254.80,159.50,43.40,147.40,5771.590,6868.650,45.50,75.90,194.70,258.00,239.40,234.40,102.80,59.20,175.20,192.60,67.40,272.30,4.60,116.50,588.81
2:38:59,20.12,266.10,142.50,51.00,259.80,111.80,130.70,143.50,95.40,2647.640,7047.450,133.20,178.50,124.30,8.50,197.40,145.40,30.80,101.90,217.60,21.80,235.30,272.30,4.60,116.50,588.81
2:39:4,20.12,266.10,142.50,51.00,259.80,111.80,130.70,143.50,95.40,2647.640,7047.450,133.20,178.50,124.30,8.50,197.40,145.40,30.80,101.90,217.60,21.80,235.30,133.10,67.60,53.10,4083.96
2:39:9,1.61,19.20,68.30,146.70,195.50,172.50,187.50,19.20,141.20,5899.170,6549.800,75.90,277.20,179.20,110.50,284.70,264.60,167.90,156.90,263.10,172.70,174.40,133.10,67.60,53.10,4083.96
2:39:14,1.61,19.20,68.30,146.70,195.50,172.50,187.50,19.20,141.20,5899.170,6549.800,75.90,277.20,179.20,110.50,284.70,264.60,167.90,156.90,263.10,172.70,174.40,142.70,113.50,200.00,4729.15
2:39:19,10.95,37.70,285.70,168.60,78.10,71.70,150.40,251.00,219.80,6750.200,6088.370,160.40,112.30,224.20,229.20,1.70,52.10,71.50,119.50,253.40,177.10,49.50,142.70,113.50,200.00,4729.15
2:39:24,10.95,37.70,285.70,168.60,78.10,71.70,150.40,251.00,219.80,6750.200,6088.370,160.40,112.30,224.20,229.20,1.70,52.10,71.50,119.50,253.40,177.10,49.50,230.90,48.90,140.60,3017.57
2:39:29,2.26,193.70,271.20,212.50,91.40,174.90,278.40,294.10,26.80,7626.780,5675.950,122.70,12.20,106.60,268.60,34.80,285.20,68.00,134.80,269.60,295.30,49.50,230.90,48.90,140.60,3017.57
2:39:34,2.26,193.70,271.20,212.50,91.40,174.90,278.40,294.10,26.80,7626.780,5675.950,122.70,12.20,106.60,268.60,34.80,285.20,68.00,134.80,269.60,295.30,280.10,208.30,59.40,155.10,2811.39
2:39:39,12.07,147.80,147.90,264.50,289.90,64.60,234.60,168.10,2.50,6573.660,2569.280,119.40,15.10,111.20,164.60,54.70,9.90,235.90,159.90,269.60,295.30,280.10,208.30,59.40,155.10,2811.39
2:39:44,12.07,147.80,147.90,264.50,289.90,64.60,234.60,168.10,2.50,6573.660,2569.280,119.40,15.10,111.20,164.60,54.70,9.90,235.90,159.90,90.70,252.60,235.60,206.70,20.40,196.50,1251.88
2:39:49,11.51,233.40,132.50,114.00,51.50,217.20,203.90,223.20,218.00,1954.550,6230.930,258.20,50.00,64.10,278.10,202.00,9.90,235.90,159.90,90.70,252.60,235.60,206.70,20.40,196.50,1251.88
2:39:54,11.51,233.40,132.50,114.00,51.50,217.20,203.90,223.20,218.00,1954.550,6230.930,258.20,50.00,64.10,278.10,202.00,133.30,94.90,24.90,274.60,205.00,262.00,245.20,27.30,183.50,1086.10
2:39:59,24.72,32.40,59.80,155.00,50.00,25.50,238.30,161.20,218.50,3824.650,5475.190,0.00,133.40,91.80,278.10,202.00,133.30,94.90,24.90,274.60,205.00,262.00,245.20,27.30,183.50,1086.10
2:40:4,24.72,32.40,59.80,155.00,50.00,25.50,238.30,161.20,218.50,3824.650,5475.190,0.00,133.40,91.80,99.50,38.10,232.80,207.50,3.30,212.70,269.60,55.50,237.90,84.00,260.10,6435.35
2:40:9,18.68,245.80,172.00,2.60,38.60,232.20,2.90,235.00,290.20,2841.970,3670.290,0.00,133.40,91.80,99.50,38.10,232.80,207.50,3.30,212.70,269.60,55.50,237.90,84.00,260.10,6435.35
2:40:14,18.68,245.80,172.00,2.60,38.60,232.20,2.90,235.00,290.20,2841.970,3670.290,7.70,61.80,216.90,249.70,122.00,235.40,290.60,42.80,45.20,76.70,162.80,15.20,179.80,217.00,1575.04
2:40:19,17.15,10.00,253.70,252.60,80.20,180.70,19.00,143.10,220.40,5059.190,3670.290,7.70,61.80,216.90,249.70,122.00,235.40,290.60,42.80,45.20,76.70,162.80,15.20,179.80,217.00,1575.04
2:40:24,17.15,10.00,253.70,252.60,80.20,180.70,19.00,143.10,220.40,5059.190,5702.120,9.90,65.20,107.10,34.30,295.20,20.10,106.30,159.70,11.90,81.80,39.80,289.30,260.40,32.70,1374.69
2:40:29,24.22,165.40,200.00,249.90,241.10,237.20,220.80,109.20,28.90,5059.190,5702.120,9.90,65.20,107.10,34.30,295.20,20.10,106.30,159.70,11.90,81.80,39.80,289.30,260.40,32.70,1374.69
2:40:34,24.22,165.40,200.00,249.90,241.10,237.20,220.80,109.20,28.90,2907.410,6642.720,200.10,292.20,36.10,217.20,279.70,96.60,248.10,223.60,18.40,204.00,297.10,36.50,259.10,178.60,6499.42
2:40:39,15.48,38.20,75.50,237.20,70.20,100.40,35.60,109.20,28.90,2907.410,6642.720,200.10,292.20,36.10,217.20,279.70,96.60,248.10,223.60,18.40,204.00,297.10,36.50,259.10,178.60,6499.42
2:40:44,15.48,38.20,75.50,237.20,70.20,100.40,35.60,9.20,1.70,7532.950,6149.230,14.00,211.80,192.90,163.20,215.70,97.20,267.40,231.00,168.50,133.50,96.30,228.10,145.40,199.50,6972.48
2:40:49,20.85,43.80,59.80,85.20,70.20,100.40,35.60,9.20,1.70,7532.950,6149.230,14.00,211.80,192.90,163.20,215.70,97.20,267.40,231.00,168.50,133.50,96.30,228.10,145.40,199.50,6972.48
2:40:54,20.85,43.80,59.80,85.20,63.50,150.80,32.10,196.00,257.60,3938.070,5578.460,142.80,211.20,288.90,294.00,133.60,284.00,79.40,286.70,146.80,172.80,170.80,293.10,69.50,118.20,4256.83
2:40:59,27.24,159.30,59.80,85.20,63.50,150.80,32.10,196.00,257.60,3938.070,5578.460,142.80,211.20,288.90,294.00,133.60,284.00,79.40,286.70,146.80,172.80,170.80,293.10,69.50,118.20,4256.83
2:41:4,27.24,159.30,266.80,173.80,108.90,242.50,2.10,221.40,202.70,7215.200,5423.120,61.70,164.70,194.30,53.20,37.60,149.10,145.00,174.70,176.50,118.00,191.40,1.00,25.40,179.90,3998.97
2:41:9,27.24,159.30,266.80,173.80,108.90,242.50,2.10,221.40,202.70,7215.200,5423.120,61.70,164.70,194.30,53.20,37.60,149.10,145.00,174.70,176.50,118.00,191.40,1.00,25.40,179.90,3998.97
2:41:14,9.88,76.80,94.90,139.80,275.60,5.30,73.30,293.00,0.40,64.870,267.990,148.50,197.40,253.00,136.50,69.60,125.50,78.10,5.70,202.70,120.50,45.60,218.60,116.80,202.00,3998.97
2:41:19,9.88,76.80,94.90,139.80,275.60,5.30,73.30,293.00,0.40,64.870,267.990,148.50,197.40,253.00,136.50,69.60,125.50,78.10,5.70,202.70,120.50,45.60,218.60,116.80,202.00,1835.88
2:41:24,25.16,152.40,227.90,195.40,13.90,298.80,229.20,64.20,148.70,4015.450,5800.560,124.00,95.70,230.40,20.30,268.30,87.60,10.50,261.20,86.60,244.80,283.50,73.50,116.80,202.00,1835.88
2:41:29,25.16,152.40,227.90,195.40,13.90,298.80,229.20,64.20,148.70,4015.450,5800.560,124.00,95.70,230.40,20.30,268.30,87.60,10.50,261.20,86.60,244.80,283.50,73.50,129.70,225.30,4777.35
2:41:34,4.72,56.60,65.20,108.10,105.10,268.30,235.10,113.20,258.30,1562.980,5400.320,153.70,198.60,230.90,134.60,42.90,158.10,59.40,166.40,16.00,189.20,157.50,73.50,129.70,225.30,4777.35
2:41:39,4.72,56.60,65.20,108.10,105.10,268.30,235.10,113.20,258.30,1562.980,5400.320,153.70,198.60,230.90,134.60,42.90,158.10,59.40,166.40,16.00,189.20,157.50,106.40,173.90,203.50,395.46
2:41:44,10.61,95.20,227.30,212.70,245.50,184.20,278.80,288.80,266.30,3561.090,3511.780,217.70,42.00,86.70,164.40,161.00,277.90,219.80,286.30,275.60,168.10,118.00,106.40,173.90,203.50,395.46
2:41:49,10.61,95.20,227.30,212.70,245.50,184.20,278.80,288.80,266.30,3561.090,3511.780,217.70,42.00,86.70,164.40,161.00,277.90,219.80,286.30,275.60,168.10,118.00,92.20,151.20,57.80,5101.13
2:41:54,1.75,248.70,143.20,285.60,221.40,41.70,214.70,265.10,236.40,1000.120,3480.890,135.70,138.40,87.30,280.90,279.90,232.80,56.00,34.50,212.40,87.00,209.00,92.20,151.20,57.80,5101.13
2:41:59,1.75,248.70,143.20,285.60,221.40,41.70,214.70,265.10,236.40,1000.120,3480.890,135.70,138.40,87.30,280.90,279.90,232.80,56.00,34.50,212.40,87.00,209.00,144.50,37.50,43.00,7627.33
2:42:4,12.35,268.50,78.50,124.00,55.50,150.20,47.40,66.50,220.10,6897.880,3093.060,127.80,276.40,254.80,198.10,170.20,185.90,174.30,107.00,128.40,47.00,99.40,144.50,37.50,43.00,7627.33
2:42:9,12.35,268.50,78.50,124.00,55.50,150.20,47.40,66.50,220.10,6897.880,3093.060,127.80,276.40,254.80,198.10,170.20,185.90,174.30,107.00,128.40,47.00,99.40,113.40,197.30,22.70,453.72
2:42:14,19.36,15.00,0.30,185.00,170.60,238.20,285.10,285.90,14.50,6884.410,1257.880,102.40,34.30,200.90,172.70,112.10,88.80,64.40,82.50,277.80,87.60,281.60,113.40,197.30,22.70,453.72
2:42:19,19.36,15.00,0.30,185.00,170.60,238.20,285.10,285.90,14.50,6884.410,1257.880,102.40,34.30,200.90,172.70,112.10,88.80,64.40,82.50,277.80,87.60,281.60,186.60,42.70,239.10,789.88
2:42:24,12.10,92.40,231.20,140.90,194.00,97.50,278.10,11.40,149.00,4728.570,2306.200,85.80,221.10,224.50,230.60,39.60,22.00,129.30,243.70,32.30,203.20,285.60,186.60,42.70,239.10,789.88
2:42:29,12.10,92.40,231.20,140.90,194.00,97.50,278.10,11.40,149.00,4728.570,2306.200,85.80,221.10,224.50,230.60,39.60,22.00,129.30,243.70,32.30,203.20,285.60,36.20,73.80,194.70,2323.35
2:42:34,18.12,263.90,225.50,268.00,17.00,237.40,75.10,53.80,102.10,3030.920,7301.020,202.80,82.00,66.60,188.00,23.20,262.10,210.20,199.40,31.00,167.70,254.60,36.20,73.80,194.70,2323.35
2:42:39,18.12,263.90,225.50,268.00,17.00,237.40,75.10,53.80,102.10,3030.920,7301.020,202.80,82.00,66.60,188.00,23.20,262.10,210.20,199.40,31.00,167.70,254.60,78.20,251.00,98.20,7602.64
2:42:44,25.61,127.70,90.90,128.20,233.80,249.30,145.80,29.60,278.60,2967.290,7692.530,97.00,92.80,112.10,216.90,179.20,154.40,291.10,211.70,75.00,3.60,96.20,78.20,251.00,98.20,7602.64
2:42:49,25.61,127.70,90.90,128.20,233.80,249.30,145.80,29.60,278.60,2967.290,7692.530,97.00,92.80,112.10,216.90,179.20,154.40,291.10,211.70,75.00,3.60,96.20,261.80,18.90,289.90,1065.00
2:42:54,7.24,267.70,13.10,168.50,185.70,98.60,230.60,75.90,87.10,830.480,6314.730,129.30,45.80,297.30,226.20,255.50,212.70,296.40,150.50,70.50,134.60,119.60,261.80,18.90,289.90,1065.00
2:42:59,7.24,267.70,13.10,168.50,185.70,98.60,230.60,75.90,87.10,830.480,6314.730,129.30,45.80,297.30,226.20,255.50,212.70,296.40,150.50,70.50,134.60,119.60,187.80,172.00,273.20,296.61
2:43:4,12.93,104.40,57.50,117.40,128.30,247.50,270.00,269.80,11.70,6697.640,1274.320,23.10,24.30,210.60,207.00,160.10,276.60,8.70,198.70,70.50,134.60,119.60,187.80,172.00,273.20,296.61
2:43:9,12.93,104.40,57.50,117.40,128.30,247.50,270.00,269.80,11.70,6697.640,1274.320,23.10,24.30,210.60,207.00,160.10,276.60,8.70,198.70,18.50,228.00,226.20,206.60,272.20,71.60,6174.98
2:43:14,17.96,273.30,258.20,78.90,112.40,1.30,6.30,228.80,105.40,6689.820,6631.200,226.50,206.90,34.10,229.50,283.00,83.80,8.70,198.70,18.50,228.00,226.20,206.60,272.20,71.60,6174.98
2:43:19,17.96,273.30,258.20,78.90,112.40,1.30,6.30,228.80,105.40,6689.820,6631.200,226.50,206.90,34.10,229.50,283.00,83.80,22.20,267.10,20.00,150.20,65.80,198.80,292.60,237.10,406.45
2:43:24,20.09,77.00,258.80,255.30,213.50,68.60,242.80,86.10,106.30,2105.100,1035.360,110.00,207.80,95.30,229.50,283.00,83.80,22.20,267.10,20.00,150.20,65.80,198.80,292.60,237.10,406.45
2:43:29,20.09,77.00,258.80,255.30,213.50,68.60,242.80,86.10,106.30,2105.100,1035.360,110.00,207.80,95.30,93.50,191.90,197.10,186.80,148.50,0.40,44.60,127.90,77.10,10.30,27.20,262.40
2:43:34,18.71,72.70,56.80,167.90,183.90,111.20,197.50,121.60,28.90,6541.500,5889.010,28.90,207.80,95.30,93.50,191.90,197.10,186.80,148.50,0.40,44.60,127.90,77.10,10.30,27.20,262.40
2:43:39,18.71,72.70,56.80,167.90,183.90,111.20,197.50,121.60,28.90,6541.500,5889.010,28.90,18.70,107.20,290.50,227.40,259.30,2.50,107.20,260.30,82.30,223.30,51.90,286.30,191.30,1509.81
2:43:44,4.73,51.80,173.20,73.80,179.90,174.80,260.20,64.90,58.20,5058.210,5889.010,28.90,18.70,107.20,290.50,227.40,259.30,2.50,107.20,260.30,82.30,223.30,51.90,286.30,191.30,1509.81
2:43:49,4.73,51.80,173.20,73.80,179.90,174.80,260.20,64.90,58.20,5058.210,2371.360,9.80,240.30,183.30,72.10,54.90,89.30,43.10,107.40,177.90,41.90,64.00,178.30,54.10,281.20,6647.78
2:43:54,13.47,271.50,193.30,50.10,72.50,27.40,9.90,71.10,115.90,5058.210,2371.360,9.80,240.30,183.30,72.10,54.90,89.30,43.10,107.40,177.90,41.90,64.00,178.30,54.10,281.20,6647.78
2:43:59,13.47,271.50,193.30,50.10,72.50,27.40,9.90,71.10,115.90,6422.940,6502.400,247.70,227.10,88.20,67.80,131.80,154.20,148.80,274.10,267.60,132.30,106.50,174.40,148.70,292.00,2356.93
2:44:4,16.21,258.40,156.60,88.80,8.40,150.80,279.10,71.10,115.90,6422.940,6502.400,247.70,227.10,88.20,67.80,131.80,154.20,148.80,274.10,267.60,132.30,106.50,174.40,148.70,292.00,2356.93
2:44:9,16.21,258.40,156.60,88.80,8.40,150.80,279.10,261.10,138.30,2229.060,5250.280,85.70,252.90,87.80,280.80,96.70,163.30,128.80,250.30,107.40,229.40,272.00,33.50,271.80,109.90,2619.57
2:44:14,26.77,187.80,108.70,79.90,183.60,150.80,279.10,261.10,138.30,2229.060,5250.280,85.70,252.90,87.80,280.80,96.70,163.30,128.80,250.30,107.40,229.40,272.00,33.50,271.80,109.90,2619.57
2:44:19,26.77,187.80,108.70,79.90,183.60,0.50,213.30,280.70,197.10,2922.120,5934.360,197.40,246.30,70.10,254.40,88.70,60.40,153.50,230.20,290.70,225.60,287.20,17.70,239.60,134.70,7211.47
2:44:24,20.11,268.40,157.90,79.90,183.60,0.50,213.30,280.70,197.10,2922.120,5934.360,197.40,246.30,70.10,254.40,88.70,60.40,153.50,230.20,290.70,225.60,287.20,17.70,239.60,134.70,7211.47
2:44:29,20.11,268.40,157.90,282.60,232.90,35.50,159.10,130.60,52.20,1776.790,1291.920,251.50,132.00,221.40,278.30,207.40,279.70,68.10,77.70,62.50,100.20,172.70,226.70,236.30,192.00,5665.48
2:44:34,20.11,268.40,157.90,282.60,232.90,35.50,159.10,130.60,52.20,1776.790,1291.920,251.50,132.00,221.40,278.30,207.40,279.70,68.10,77.70,62.50,100.20,172.70,226.70,236.30,192.00,5665.48
2:44:39,19.57,29.90,237.10,9.60,147.50,202.90,84.10,282.70,149.00,2560.840,2683.430,296.10,207.70,53.40,78.60,100.30,202.10,192.20,206.30,30.40,67.90,218.40,157.70,27.80,21.90,6346.44
2:44:44,19.57,29.90,237.10,9.60,147.50,202.90,84.10,282.70,149.00,2560.840,2683.430,296.10,207.70,53.40,78.60,100.30,202.10,192.20,206.30,30.40,67.90,218.40,157.70,27.80,21.90,6330.63
2:44:49,17.19,177.80,134.70,137.20,20.70,199.60,131.00,164.50,218.40,5568.500,5264.830,289.80,63.70,227.50,277.90,13.70,153.90,120.50,226.50,175.10,287.20,227.30,286.80,27.80,21.90,6330.63
2:44:54,17.19,177.80,134.70,137.20,20.70,199.60,131.00,164.50,218.40,5568.500,5264.830,289.80,63.70,227.50,277.90,13.70,153.90,120.50,226.50,175.10,287.20,227.30,286.80,182.00,225.00,3091.81
2:44:59,11.94,103.80,61.50,201.30,62.90,36.10,281.90,101.70,265.10,6203.580,3687.770,191.40,199.90,18.60,160.80,129.50,216.80,42.80,183.00,59.10,44.70,177.00,286.80,182.00,225.00,3091.81
2:45:4,11.94,103.80,61.50,201.30,62.90,36.10,281.90,101.70,265.10,6203.580,3687.770,191.40,199.90,18.60,160.80,129.50,216.80,42.80,183.00,59.10,44.70,177.00,184.40,85.90,120.50,589.86
2:45:9,12.82,179.50,232.10,219.90,129.70,98.90,219.70,211.30,197.90,5326.150,6819.290,31.60,59.00,159.00,190.70,296.90,10.90,102.20,230.30,256.70,279.50,78.90,184.40,85.90,120.50,589.86
2:45:14,12.82,179.50,232.10,219.90,129.70,98.90,219.70,211.30,197.90,5326.150,6819.290,31.60,59.00,159.00,190.70,296.90,10.90,102.20,230.30,256.70,279.50,78.90,259.50,166.50,118.90,3408.68
2:45:19,14.38,192.80,35.50,18.60,182.80,280.60,227.40,171.40,102.50,6597.650,2235.040,281.70,173.40,16.00,188.20,286.50,245.70,240.90,90.80,114.90,188.60,290.30,259.50,166.50,118.90,3408.68
2:45:24,14.38,192.80,35.50,18.60,182.80,280.60,227.40,171.40,102.50,6597.650,2235.040,281.70,173.40,16.00,188.20,286.50,245.70,240.90,90.80,114.90,188.60,290.30,240.00,210.10,185.30,5524.38
2:45:29,2.95,257.20,240.40,168.00,18.50,177.60,59.80,193.40,99.50,4784.040,3114.960,174.60,146.90,194.70,88.80,124.00,199.60,193.50,20.50,128.00,173.30,80.90,240.00,210.10,185.30,5524.38
2:45:34,2.95,257.20,240.40,168.00,18.50,177.60,59.80,193.40,99.50,4784.040,3114.960,174.60,146.90,194.70,88.80,124.00,199.60,193.50,20.50,128.00,173.30,80.90,193.80,273.50,64.90,1754.68
2:45:39,25.19,9.10,259.50,158.20,103.40,55.80,269.70,42.20,80.70,5123.620,1044.580,140.80,74.50,25.80,289.70,223.90,271.80,168.10,155.20,244.90,146.50,219.10,193.80,273.50,64.90,1754.68
2:45:44,25.19,9.10,259.50,158.20,103.40,55.80,269.70,42.20,80.70,5123.620,1044.580,140.80,74.50,25.80,289.70,223.90,271.80,168.10,155.20,244.90,146.50,219.10,110.60,284.10,248.00,5166.09
2:45:49,5.01,294.20,181.10,52.10,239.20,184.40,258.10,220.70,102.30,1419.410,6863.500,68.30,156.10,12.00,298.80,197.50,230.50,97.50,183.70,61.30,294.20,40.40,110.60,284.10,248.00,5166.09
2:45:54,5.01,294.20,181.10,52.10,239.20,184.40,258.10,220.70,102.30,1419.410,6863.500,68.30,156.10,12.00,298.80,197.50,230.50,97.50,183.70,61.30,294.20,40.40,102.10,237.60,55.20,6926.65
2:45:59,1.90,194.00,90.40,18.50,80.90,8.70,223.70,188.10,215.50,3863.690,5379.760,53.00,250.60,53.60,152.50,22.40,51.50,221.20,127.50,282.30,263.10,130.00,102.10,237.60,55.20,6926.65
2:46:4,1.90,194.00,90.40,18.50,80.90,8.70,223.70,188.10,215.50,3863.690,5379.760,53.00,250.60,53.60,152.50,22.40,51.50,221.20,127.50,282.30,263.10,130.00,15.80,299.70,208.30,5083.63
2:46:9,15.13,216.90,195.50,0.40,237.70,48.60,219.00,157.50,251.40,1227.540,2967.050,131.10,39.60,190.70,104.30,192.10,60.40,59.50,50.10,24.80,279.90,239.40,15.80,299.70,208.30,5083.63
2:46:14,15.13,216.90,195.50,0.40,237.70,48.60,219.00,157.50,251.40,1227.540,2967.050,131.10,39.60,190.70,104.30,192.10,60.40,59.50,50.10,24.80,279.90,239.40,188.90,287.40,197.80,5403.37
2:46:19,22.39,76.20,179.80,59.00,128.10,245.30,277.30,7.70,43.50,5949.970,4230.710,199.80,184.20,158.60,44.40,23.00,268.80,220.20,14.50,183.00,64.80,230.60,188.90,287.40,197.80,5403.37
2:46:24,22.39,76.20,179.80,59.00,128.10,245.30,277.30,7.70,43.50,5949.970,4230.710,199.80,184.20,158.60,44.40,23.00,268.80,220.20,14.50,183.00,64.80,230.60,185.60,68.90,75.70,992.78
2:46:29,9.10,207.60,258.00,36.10,175.20,147.40,98.50,55.50,187.20,3659.830,2638.060,129.20,240.10,154.40,267.10,296.20,278.40,76.00,72.70,157.70,64.80,230.60,185.60,68.90,75.70,992.78
2:46:34,9.10,207.60,258.00,36.10,175.20,147.40,98.50,55.50,187.20,3659.830,2638.060,129.20,240.10,154.40,267.10,296.20,278.40,76.00,72.70,157.70,240.30,117.40,54.60,25.20,229.60,1391.16
2:46:39,9.60,116.30,160.80,208.70,120.90,281.40,270.40,146.30,75.00,5582.710,6948.350,122.20,102.90,202.30,163.50,69.80,197.90,76.00,72.70,157.70,240.30,117.40,54.60,25.20,229.60,1391.16
2:46:44,9.60,116.30,160.80,208.70,120.90,281.40,270.40,146.30,75.00,5582.710,6948.350,122.20,102.90,202.30,163.50,69.80,197.90,59.10,294.50,37.90,217.90,108.10,94.80,261.10,171.90,4524.89
2:46:49,10.93,109.90,41.90,79.60,227.10,90.10,198.90,221.30,260.60,563.690,7586.310,82.20,110.60,25.50,223.30,69.80,197.90,59.10,294.50,37.90,217.90,108.10,94.80,261.10,171.90,4524.89
